sensor_id,timestamp,latitude,longitude,temperature,humidity,pressure,air_quality,noise_level
S001,2026-06-01 05:10:00,37.79406,-122.390632,17.025,80.149,1011.421,43.17,42.339
S001,2026-06-01 05:15:00,37.79406,-122.390632,17.1,79.901,1011.428,43.71,42.793
S001,2026-06-01 05:20:00,37.79406,-122.390632,17.178,79.647,1011.434,44.294,43.289
S001,2026-06-01 05:25:00,37.79406,-122.390632,17.259,79.386,1011.44,44.922,43.829
S001,2026-06-01 05:30:00,37.79406,-122.390632,17.342,79.118,1011.445,45.597,44.414
S001,2026-06-01 05:35:00,37.79406,-122.390632,17.428,78.844,1011.45,46.319,45.046
S001,2026-06-01 05:40:00,37.79406,-122.390632,17.516,78.562,1011.454,47.088,45.724
S001,2026-06-01 05:45:00,37.79406,-122.390632,17.607,78.275,1011.458,47.904,46.448
S001,2026-06-01 05:50:00,37.79406,-122.390632,17.7,77.981,1011.461,48.767,47.219
S001,2026-06-01 05:55:00,37.79406,-122.390632,17.796,77.682,1011.463,49.675,48.034
S001,2026-06-01 06:00:00,37.79406,-122.390632,17.894,77.376,1011.465,50.627,48.891
S001,2026-06-01 06:05:00,37.79406,-122.390632,17.995,77.065,1011.466,51.62,49.787
S001,2026-06-01 06:10:00,37.79406,-122.390632,18.097,76.748,1011.467,52.651,50.718
S001,2026-06-01 06:15:00,37.79406,-122.390632,18.202,76.425,1011.467,53.718,51.679
S001,2026-06-01 06:20:00,37.79406,-122.390632,18.31,76.097,1011.466,54.816,52.664
S001,2026-06-01 06:25:00,37.79406,-122.390632,18.419,75.764,1011.465,55.94,53.668
S001,2026-06-01 06:30:00,37.79406,-122.390632,18.531,75.426,1011.464,57.085,54.683
S001,2026-06-01 06:35:00,37.79406,-122.390632,18.645,75.083,1011.462,58.245,55.703
S001,2026-06-01 06:40:00,37.79406,-122.390632,18.761,74.736,1011.459,59.415,56.72
S001,2026-06-01 06:45:00,37.79406,-122.390632,18.878,74.383,1011.456,60.585,57.728
S001,2026-06-01 06:50:00,37.79406,-122.390632,18.998,74.027,1011.452,61.751,58.719
S001,2026-06-01 06:55:00,37.79406,-122.390632,19.12,73.666,1011.448,62.904,59.687
S001,2026-06-01 07:00:00,37.79406,-122.390632,19.244,73.301,1011.443,64.035,60.625
S001,2026-06-01 07:05:00,37.79406,-122.390632,19.37,72.932,1011.437,65.137,61.529
S001,2026-06-01 07:10:00,37.79406,-122.390632,19.497,72.559,1011.431,66.202,62.393
S001,2026-06-01 07:15:00,37.79406,-122.390632,19.626,72.183,1011.424,67.222,63.213
S001,2026-06-01 07:20:00,37.79406,-122.390632,19.757,71.803,1011.417,68.187,63.985
S001,2026-06-01 07:25:00,37.79406,-122.390632,19.89,71.42,1011.41,69.091,64.707
S001,2026-06-01 07:30:00,37.79406,-122.390632,20.024,71.034,1011.401,69.925,65.377
S001,2026-06-01 07:35:00,37.79406,-122.390632,20.159,70.645,1011.392,70.682,65.992
S001,2026-06-01 07:40:00,37.79406,-122.390632,20.297,70.253,1011.383,71.357,66.552
S001,2026-06-01 07:45:00,37.79406,-122.390632,20.435,69.858,1011.373,71.942,67.057
S001,2026-06-01 07:50:00,37.79406,-122.390632,20.575,69.461,1011.362,72.432,67.505
S001,2026-06-01 07:55:00,37.79406,-122.390632,20.717,69.062,1011.351,72.823,67.898
S001,2026-06-01 08:00:00,37.79406,-122.390632,20.859,68.66,1011.34,73.11,68.236
S001,2026-06-01 08:05:00,37.79406,-122.390632,21.003,68.257,1011.328,73.292,68.52
S001,2026-06-01 08:10:00,37.79406,-122.390632,21.148,67.851,1011.315,73.366,68.751
S001,2026-06-01 08:15:00,37.79406,-122.390632,21.294,67.444,1011.302,73.332,68.93
S001,2026-06-01 08:20:00,37.79406,-122.390632,21.441,67.036,1011.288,73.188,69.061
S001,2026-06-01 08:25:00,37.79406,-122.390632,21.588,66.626,1011.274,72.938,69.143
S001,2026-06-01 08:30:00,37.79406,-122.390632,21.737,66.215,1011.259,72.582,69.181
S001,2026-06-01 08:35:00,37.79406,-122.390632,21.887,65.803,1011.244,72.123,69.175
S001,2026-06-01 08:40:00,37.79406,-122.390632,22.037,65.39,1011.228,71.567,69.128
S001,2026-06-01 08:45:00,37.79406,-122.390632,22.188,64.977,1011.211,70.916,69.044
S001,2026-06-01 08:50:00,37.79406,-122.390632,22.339,64.563,1011.194,70.178,68.924
S001,2026-06-01 08:55:00,37.79406,-122.390632,22.491,64.148,1011.177,69.358,68.772
S001,2026-06-01 09:00:00,37.79406,-122.390632,22.644,63.734,1011.159,68.462,68.591
S001,2026-06-01 09:05:00,37.79406,-122.390632,22.797,63.32,1011.141,67.499,68.383
S001,2026-06-01 09:10:00,37.79406,-122.390632,22.95,62.905,1011.122,66.476,68.151
S001,2026-06-01 09:15:00,37.79406,-122.390632,23.104,62.491,1011.102,65.402,67.899
S001,2026-06-01 09:20:00,37.79406,-122.390632,23.257,62.078,1011.082,64.283,67.63
S001,2026-06-01 09:25:00,37.79406,-122.390632,23.411,61.665,1011.062,63.129,67.345
S001,2026-06-01 09:30:00,37.79406,-122.390632,23.564,61.253,1011.041,61.948,67.05
S001,2026-06-01 09:35:00,37.79406,-122.390632,23.718,60.842,1011.02,60.748,66.745
S001,2026-06-01 09:40:00,37.79406,-122.390632,23.872,60.432,1010.998,59.536,66.434
S001,2026-06-01 09:45:00,37.79406,-122.390632,24.025,60.024,1010.975,58.321,66.119
S001,2026-06-01 09:50:00,37.79406,-122.390632,24.178,59.617,1010.953,57.11,65.803
S001,2026-06-01 09:55:00,37.79406,-122.390632,24.33,59.211,1010.929,55.91,65.487
S001,2026-06-01 10:00:00,37.79406,-122.390632,24.483,58.808,1010.906,54.726,65.175
S001,2026-06-01 10:05:00,37.79406,-122.390632,24.634,58.406,1010.882,53.566,64.868
S001,2026-06-01 10:10:00,37.79406,-122.390632,24.785,58.007,1010.857,52.433,64.567
S001,2026-06-01 10:15:00,37.79406,-122.390632,24.935,57.61,1010.832,51.332,64.274
S001,2026-06-01 10:20:00,37.79406,-122.390632,25.085,57.215,1010.806,50.268,63.991
S001,2026-06-01 10:25:00,37.79406,-122.390632,25.234,56.823,1010.78,49.244,63.718
S001,2026-06-01 10:30:00,37.79406,-122.390632,25.381,56.434,1010.754,48.263,63.456
S001,2026-06-01 10:35:00,37.79406,-122.390632,25.528,56.048,1010.727,47.326,63.206
S001,2026-06-01 10:40:00,37.79406,-122.390632,25.674,55.665,1010.7,46.436,62.969
S001,2026-06-01 10:45:00,37.79406,-122.390632,25.818,55.285,1010.673,45.594,62.745
S001,2026-06-01 10:50:00,37.79406,-122.390632,25.962,54.909,1010.645,44.8,62.534
S001,2026-06-01 10:55:00,37.79406,-122.390632,26.103,54.536,1010.616,44.054,62.337
S001,2026-06-01 11:00:00,37.79406,-122.390632,26.244,54.167,1010.588,43.356,62.153
S001,2026-06-01 11:05:00,37.79406,-122.390632,26.383,53.802,1010.558,42.705,61.982
S001,2026-06-01 11:10:00,37.79406,-122.390632,26.521,53.441,1010.529,42.101,61.824
S001,2026-06-01 11:15:00,37.79406,-122.390632,26.656,53.085,1010.499,41.542,61.679
S001,2026-06-01 11:20:00,37.79406,-122.390632,26.791,52.732,1010.469,41.027,61.545
S001,2026-06-01 11:25:00,37.79406,-122.390632,26.923,52.385,1010.438,40.554,61.424
S001,2026-06-01 11:30:00,37.79406,-122.390632,27.054,52.042,1010.407,40.12,61.314
S001,2026-06-01 11:35:00,37.79406,-122.390632,27.182,51.704,1010.376,39.725,61.214
S001,2026-06-01 11:40:00,37.79406,-122.390632,27.309,51.371,1010.344,39.367,61.125
S001,2026-06-01 11:45:00,37.79406,-122.390632,27.433,51.043,1010.312,39.042,61.045
S001,2026-06-01 11:50:00,37.79406,-122.390632,27.556,50.72,1010.28,38.751,60.975
S001,2026-06-01 11:55:00,37.79406,-122.390632,27.676,50.403,1010.248,38.489,60.913
S001,2026-06-01 12:00:00,37.79406,-122.390632,27.794,50.092,1010.215,38.257,60.859
S001,2026-06-01 12:05:00,37.79406,-122.390632,27.909,49.786,1010.182,38.051,60.812
S001,2026-06-01 12:10:00,37.79406,-122.390632,28.022,49.487,1010.148,37.871,60.773
S001,2026-06-01 12:15:00,37.79406,-122.390632,28.133,49.193,1010.114,37.715,60.74
S001,2026-06-01 12:20:00,37.79406,-122.390632,28.241,48.906,1010.08,37.581,60.713
S001,2026-06-01 12:25:00,37.79406,-122.390632,28.346,48.624,1010.046,37.469,60.693
S001,2026-06-01 12:30:00,37.79406,-122.390632,28.449,48.35,1010.011,37.377,60.677
S001,2026-06-01 12:35:00,37.79406,-122.390632,28.549,48.082,1009.977,37.305,60.667
S001,2026-06-01 12:40:00,37.79406,-122.390632,28.646,47.821,1009.942,37.252,60.663
S001,2026-06-01 12:45:00,37.79406,-122.390632,28.741,47.567,1009.906,37.218,60.663
S001,2026-06-01 12:50:00,37.79406,-122.390632,28.832,47.319,1009.871,37.202,60.668
S001,2026-06-01 12:55:00,37.79406,-122.390632,28.921,47.079,1009.835,37.204,60.677
S001,2026-06-01 13:00:00,37.79406,-122.390632,29.006,46.847,1009.799,37.224,60.692
S001,2026-06-01 13:05:00,37.79406,-122.390632,29.089,46.621,1009.763,37.262,60.711
S001,2026-06-01 13:10:00,37.79406,-122.390632,29.168,46.403,1009.727,37.32,60.734
S001,2026-06-01 13:15:00,37.79406,-122.390632,29.244,46.193,1009.69,37.396,60.763
S001,2026-06-01 13:20:00,37.79406,-122.390632,29.317,45.991,1009.653,37.493,60.797
S001,2026-06-01 13:25:00,37.79406,-122.390632,29.386,45.796,1009.616,37.61,60.836
S001,2026-06-01 13:30:00,37.79406,-122.390632,29.453,45.61,1009.579,37.748,60.88
S001,2026-06-01 13:35:00,37.79406,-122.390632,29.516,45.432,1009.542,37.909,60.93
S001,2026-06-01 13:40:00,37.79406,-122.390632,29.575,45.262,1009.505,38.094,60.986
S001,2026-06-01 13:45:00,37.79406,-122.390632,29.631,45.1,1009.467,38.304,61.048
S001,2026-06-01 13:50:00,37.79406,-122.390632,29.684,44.946,1009.43,38.54,61.116
S001,2026-06-01 13:55:00,37.79406,-122.390632,29.733,44.802,1009.392,38.803,61.192
S001,2026-06-01 14:00:00,37.79406,-122.390632,29.779,44.665,1009.354,39.094,61.274
S001,2026-06-01 14:05:00,37.79406,-122.390632,29.821,44.538,1009.316,39.416,61.363
S001,2026-06-01 14:10:00,37.79406,-122.390632,29.859,44.419,1009.278,39.768,61.461
S001,2026-06-01 14:15:00,37.79406,-122.390632,29.894,44.31,1009.24,40.154,61.566
S001,2026-06-01 14:20:00,37.79406,-122.390632,29.926,44.209,1009.202,40.573,61.68
S001,2026-06-01 14:25:00,37.79406,-122.390632,29.953,44.117,1009.163,41.026,61.802
S001,2026-06-01 14:30:00,37.79406,-122.390632,29.977,44.035,1009.125,41.516,61.933
S001,2026-06-01 14:35:00,37.79406,-122.390632,29.998,43.961,1009.087,42.042,62.073
S001,2026-06-01 14:40:00,37.79406,-122.390632,30.014,43.897,1009.048,42.607,62.223
S001,2026-06-01 14:45:00,37.79406,-122.390632,30.027,43.842,1009.01,43.209,62.381
S001,2026-06-01 14:50:00,37.79406,-122.390632,30.037,43.797,1008.971,43.85,62.55
S001,2026-06-01 14:55:00,37.79406,-122.390632,30.042,43.761,1008.933,44.53,62.728
S001,2026-06-01 15:00:00,37.79406,-122.390632,30.044,43.734,1008.894,45.249,62.915
S001,2026-06-01 15:05:00,37.79406,-122.390632,30.042,43.717,1008.855,46.007,63.112
S001,2026-06-01 15:10:00,37.79406,-122.390632,30.037,43.709,1008.817,46.803,63.319
S001,2026-06-01 15:15:00,37.79406,-122.390632,30.027,43.712,1008.778,47.636,63.534
S001,2026-06-01 15:20:00,37.79406,-122.390632,30.014,43.723,1008.74,48.506,63.758
S001,2026-06-01 15:25:00,37.79406,-122.390632,29.998,43.745,1008.701,49.411,63.991
S001,2026-06-01 15:30:00,37.79406,-122.390632,29.977,43.776,1008.663,50.348,64.232
S001,2026-06-01 15:35:00,37.79406,-122.390632,29.953,43.816,1008.625,51.317,64.481
S001,2026-06-01 15:40:00,37.79406,-122.390632,29.926,43.867,1008.586,52.315,64.737
S001,2026-06-01 15:45:00,37.79406,-122.390632,29.894,43.927,1008.548,53.339,64.998
S001,2026-06-01 15:50:00,37.79406,-122.390632,29.859,43.997,1008.51,54.385,65.266
S001,2026-06-01 15:55:00,37.79406,-122.390632,29.821,44.076,1008.472,55.451,65.538
S001,2026-06-01 16:00:00,37.79406,-122.390632,29.779,44.165,1008.434,56.532,65.813
S001,2026-06-01 16:05:00,37.79406,-122.390632,29.733,44.264,1008.396,57.625,66.092
S001,2026-06-01 16:10:00,37.79406,-122.390632,29.684,44.373,1008.358,58.726,66.372
S001,2026-06-01 16:15:00,37.79406,-122.390632,29.631,44.491,1008.321,59.829,66.652
S001,2026-06-01 16:20:00,37.79406,-122.390632,29.575,44.619,1008.283,60.93,66.931
S001,2026-06-01 16:25:00,37.79406,-122.390632,29.516,44.756,1008.246,62.024,67.209
S001,2026-06-01 16:30:00,37.79406,-122.390632,29.453,44.903,1008.209,63.106,67.483
S001,2026-06-01 16:35:00,37.79406,-122.390632,29.386,45.059,1008.172,64.17,67.752
S001,2026-06-01 16:40:00,37.79406,-122.390632,29.317,45.225,1008.135,65.211,68.015
S001,2026-06-01 16:45:00,37.79406,-122.390632,29.244,45.4,1008.098,66.224,68.271
S001,2026-06-01 16:50:00,37.79406,-122.390632,29.168,45.584,1008.061,67.202,68.518
S001,2026-06-01 16:55:00,37.79406,-122.390632,29.089,45.778,1008.025,68.142,68.755
S001,2026-06-01 17:00:00,37.79406,-122.390632,29.006,45.98,1007.989,69.036,68.98
S001,2026-06-01 17:05:00,37.79406,-122.390632,28.921,46.192,1007.953,69.881,69.192
S001,2026-06-01 17:10:00,37.79406,-122.390632,28.832,46.413,1007.917,70.67,69.39
S001,2026-06-01 17:15:00,37.79406,-122.390632,28.741,46.643,1007.882,71.401,69.573
S001,2026-06-01 17:20:00,37.79406,-122.390632,28.646,46.881,1007.846,72.067,69.739
S001,2026-06-01 17:25:00,37.79406,-122.390632,28.549,47.128,1007.811,72.665,69.888
S001,2026-06-01 17:30:00,37.79406,-122.390632,28.449,47.384,1007.777,73.191,70.018
S001,2026-06-01 17:35:00,37.79406,-122.390632,28.346,47.648,1007.742,73.642,70.128
S001,2026-06-01 17:40:00,37.79406,-122.390632,28.241,47.921,1007.708,74.016,70.219
S001,2026-06-01 17:45:00,37.79406,-122.390632,28.133,48.201,1007.674,74.308,70.289
S001,2026-06-01 17:50:00,37.79406,-122.390632,28.022,48.49,1007.64,74.519,70.337
S001,2026-06-01 17:55:00,37.79406,-122.390632,27.909,48.787,1007.606,74.646,70.363
S001,2026-06-01 18:00:00,37.79406,-122.390632,27.794,49.092,1007.573,74.688,70.368
S001,2026-06-01 18:05:00,37.79406,-122.390632,27.676,49.404,1007.54,74.646,70.35
S001,2026-06-01 18:10:00,37.79406,-122.390632,27.556,49.724,1007.508,74.519,70.309
S001,2026-06-01 18:15:00,37.79406,-122.390632,27.433,50.051,1007.476,74.308,70.247
S001,2026-06-01 18:20:00,37.79406,-122.390632,27.309,50.386,1007.444,74.016,70.162
S001,2026-06-01 18:25:00,37.79406,-122.390632,27.182,50.727,1007.412,73.642,70.056
S001,2026-06-01 18:30:00,37.79406,-122.390632,27.054,51.076,1007.381,73.191,69.929
S001,2026-06-01 18:35:00,37.79406,-122.390632,26.923,51.431,1007.35,72.665,69.78
S001,2026-06-01 18:40:00,37.79406,-122.390632,26.791,51.793,1007.319,72.067,69.612
S001,2026-06-01 18:45:00,37.79406,-122.390632,26.656,52.161,1007.289,71.401,69.424
S001,2026-06-01 18:50:00,37.79406,-122.390632,26.521,52.535,1007.259,70.67,69.217
S001,2026-06-01 18:55:00,37.79406,-122.390632,26.383,52.915,1007.23,69.881,68.992
S001,2026-06-01 19:00:00,37.79406,-122.390632,26.244,53.301,1007.2,69.036,68.75
S001,2026-06-01 19:05:00,37.79406,-122.390632,26.103,53.693,1007.172,68.142,68.492
S001,2026-06-01 19:10:00,37.79406,-122.390632,25.962,54.089,1007.143,67.202,68.218
S001,2026-06-01 19:15:00,37.79406,-122.390632,25.818,54.492,1007.115,66.224,67.929
S001,2026-06-01 19:20:00,37.79406,-122.390632,25.674,54.899,1007.088,65.211,67.627
S001,2026-06-01 19:25:00,37.79406,-122.390632,25.528,55.31,1007.061,64.17,67.311
S001,2026-06-01 19:30:00,37.79406,-122.390632,25.381,55.727,1007.034,63.106,66.983
S001,2026-06-01 19:35:00,37.79406,-122.390632,25.234,56.147,1007.008,62.024,66.643
S001,2026-06-01 19:40:00,37.79406,-122.390632,25.085,56.572,1006.982,60.93,66.291
S001,2026-06-01 19:45:00,37.79406,-122.390632,24.935,57.001,1006.956,59.829,65.928
S001,2026-06-01 19:50:00,37.79406,-122.390632,24.785,57.433,1006.931,58.726,65.554
S001,2026-06-01 19:55:00,37.79406,-122.390632,24.634,57.869,1006.906,57.625,65.169
S001,2026-06-01 20:00:00,37.79406,-122.390632,24.483,58.308,1006.882,56.532,64.773
S001,2026-06-01 20:05:00,37.79406,-122.390632,24.33,58.749,1006.859,55.451,64.365
S001,2026-06-01 20:10:00,37.79406,-122.390632,24.178,59.194,1006.835,54.385,63.946
S001,2026-06-01 20:15:00,37.79406,-122.390632,24.025,59.641,1006.813,53.338,63.514
S001,2026-06-01 20:20:00,37.79406,-122.390632,23.872,60.09,1006.79,52.315,63.069
S001,2026-06-01 20:25:00,37.79406,-122.390632,23.718,60.541,1006.768,51.317,62.61
S001,2026-06-01 20:30:00,37.79406,-122.390632,23.564,60.994,1006.747,50.348,62.136
S001,2026-06-01 20:35:00,37.79406,-122.390632,23.411,61.448,1006.726,49.41,61.645
S001,2026-06-01 20:40:00,37.79406,-122.390632,23.257,61.904,1006.706,48.506,61.137
S001,2026-06-01 20:45:00,37.79406,-122.390632,23.104,62.361,1006.686,47.636,60.61
S001,2026-06-01 20:50:00,37.79406,-122.390632,22.95,62.818,1006.666,46.802,60.062
S001,2026-06-01 20:55:00,37.79406,-122.390632,22.797,63.276,1006.647,46.006,59.493
S001,2026-06-01 21:00:00,37.79406,-122.390632,22.644,63.734,1006.629,45.248,58.902
S001,2026-06-01 21:05:00,37.79406,-122.390632,22.491,64.192,1006.611,44.529,58.288
S001,2026-06-01 21:10:00,37.79406,-122.390632,22.339,64.65,1006.594,43.848,57.65
S001,2026-06-01 21:15:00,37.79406,-122.390632,22.188,65.107,1006.577,43.206,56.989
S001,2026-06-01 21:20:00,37.79406,-122.390632,22.037,65.564,1006.56,42.603,56.306
S001,2026-06-01 21:25:00,37.79406,-122.390632,21.887,66.02,1006.544,42.038,55.6
S001,2026-06-01 21:30:00,37.79406,-122.390632,21.737,66.474,1006.529,41.511,54.874
S001,2026-06-01 21:35:00,37.79406,-122.390632,21.588,66.927,1006.514,41.02,54.13
S001,2026-06-01 21:40:00,37.79406,-122.390632,21.441,67.378,1006.5,40.564,53.372
S001,2026-06-01 21:45:00,37.79406,-122.390632,21.294,67.827,1006.486,40.143,52.602
S001,2026-06-01 21:50:00,37.79406,-122.390632,21.148,68.274,1006.473,39.756,51.825
S001,2026-06-01 21:55:00,37.79406,-122.390632,21.003,68.719,1006.46,39.4,51.046
S001,2026-06-01 22:00:00,37.79406,-122.390632,20.859,69.16,1006.448,39.074,50.269
S001,2026-06-01 22:05:00,37.79406,-122.390632,20.717,69.599,1006.437,38.778,49.498
S001,2026-06-01 22:10:00,37.79406,-122.390632,20.575,70.035,1006.426,38.509,48.74
S001,2026-06-01 22:15:00,37.79406,-122.390632,20.435,70.467,1006.415,38.267,47.999
S001,2026-06-01 22:20:00,37.79406,-122.390632,20.297,70.896,1006.405,38.049,47.279
S001,2026-06-01 22:25:00,37.79406,-122.390632,20.159,71.321,1006.396,37.854,46.585
S001,2026-06-01 22:30:00,37.79406,-122.390632,20.024,71.741,1006.387,37.68,45.919
S001,2026-06-01 22:35:00,37.79406,-122.390632,19.89,72.158,1006.378,37.527,45.286
S001,2026-06-01 22:40:00,37.79406,-122.390632,19.757,72.569,1006.371,37.392,44.686
S001,2026-06-01 22:45:00,37.79406,-122.390632,19.626,72.976,1006.364,37.275,44.121
S001,2026-06-01 22:50:00,37.79406,-122.390632,19.497,73.379,1006.357,37.174,43.593
S001,2026-06-01 22:55:00,37.79406,-122.390632,19.37,73.775,1006.351,37.088,43.102
S001,2026-06-01 23:00:00,37.79406,-122.390632,19.244,74.167,1006.345,37.015,42.646
S001,2026-06-01 23:05:00,37.79406,-122.390632,19.12,74.553,1006.34,36.954,42.227
S001,2026-06-01 23:10:00,37.79406,-122.390632,18.998,74.933,1006.336,36.905,41.842
S001,2026-06-01 23:15:00,37.79406,-122.390632,18.878,75.307,1006.332,36.866,41.489
S001,2026-06-01 23:20:00,37.79406,-122.390632,18.761,75.675,1006.329,36.837,41.169
S001,2026-06-01 23:25:00,37.79406,-122.390632,18.645,76.037,1006.326,36.816,40.877
S001,2026-06-01 23:30:00,37.79406,-122.390632,18.531,76.392,1006.324,36.803,40.614
S001,2026-06-01 23:35:00,37.79406,-122.390632,18.419,76.741,1006.323,36.796,40.376
S001,2026-06-01 23:40:00,37.79406,-122.390632,18.31,77.082,1006.322,36.795,40.161
S001,2026-06-01 23:45:00,37.79406,-122.390632,18.202,77.417,1006.321,36.801,39.969
S001,2026-06-01 23:50:00,37.79406,-122.390632,18.097,77.744,1006.321,36.81,39.796
S001,2026-06-01 23:55:00,37.79406,-122.390632,17.995,78.064,1006.322,36.825,39.642
S002,2026-06-01 00:00:00,37.78833,-122.389572,18.017,78.192,1012.581,36.934,38.485
